pathway	pval	padj	log2err	ES	NES	size	leadingEdge	magNES
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002768	0.003752346	0.042806764	0.431707696	-0.346405644	-1.428782187	200	"MNDA, ARPC1B, MAPK3, ARPC2, PSMB8, FCER1G, CALM2, IGLL1, HLA-DRB4, PSMB1, FCER1A, ACTG1, MAPK1, ARPC5, ARPC3, CD79A, BAX, PSMC6, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, MAPK9, ICAM3, SPG21, UBC, HLA-DPA1, GRB2, CHUK, CD19, HLA-DQA1, FOS, CLEC7A, TRAT1, HLA-DRA, INPP5D, HLA-DPB1, LYN, PLCG2, PSMB10, BLK, PRKD2, CALM3, PTPRC, WAS, VAV1, RAC1, LAT2, ARPC4, FCGR2A, PSMB4, CRK, PPP3R1, PSMA3, PLD2, FCN1, NCK1, ABI1, PSMD13, PSMD11, HLA-DRB1, FGR, NFATC1, PSMB7"	1.428782187
METABOLISM OF PROTEINS%REACTOME%R-HSA-392499.2	0.000116504	0.002723523	0.538434096	-0.310389895	-1.422271449	642	"PIGF, RPS4X, RPL26L1, RPL27A, SRP19, TUBB2A, SUMO2, MSRB2, H3F3A, NUP214, SSR2, ZBTB17, SPCS2, PHC2, SEC11A, EIF1AX, B2M, HIST2H2AA3, ITM2B, LYZ, CST3, RPS2, RPL27, STAG2, RPL12, SPON1, DPH5, RPL24, GNG5, PFDN6, SAR1B, RPL6, FN3KRP, RPL13A, RPL39, GNB5, TBCC, CBX4, ANKRD28, EEF1A1, TMED9, DPM1, EIF2S3, RPL31, RPS17, H2AFZ, GNG10, HIST1H2BD, RPS14, RPS3, TBCA, CCT5, TUBA4A, RPS19, RPL19, RPL13, SULT1A3, ALG12, RPL35A, EEF1G, SPCS1, TMED2, CFP, RPS9, GGA3, RPL5, PIGB, FBXL5, RPL10A, ERO1L, CTSH, NDNL2, RPS27A, RPL30, RPLP0, SPCS3, ADAMTSL4, SRP14, RAE1, RPL11, TRMT112, GNAI2, HIST2H2AA4, RPL15, UBC, CSF2RA, RPS8, ST6GALNAC2, RPL38, SERPINA1, RPS6, NSMCE1, MFGE8, ARF5, ERN1, RPS13, EIF5A2, SP3, DCTN6, AP3M1, RPL23, HIST1H2AC, SLC30A6, CSNK2A2, EXOC6, SEC11C, EXOSC1, GMDS, NSMCE4A, RPL7A, MTX1, RPL37, TIMM9, SLC35A1, EIF3G, HIST1H2BK, CTSC, RPS10, PFDN1, RPSA, HERPUD1, ALG5, SRP9, EXOSC3, RPL17, MME, NUDT14, DERL2, EIF3F, TOMM22, ARSA, SRPRB, RPS18, RPS29, TOMM5, HIST1H2BJ, HIST2H4A, ADAMTS4, B4GALT2, RPS15, NPPA, TOMM7, ATP5A1, WIPI1, PIGK, GRPEL1, OS9, EXOSC6, BMI1, EIF3E, RPS16, EIF3I, HIST1H2BC, SERP1, ST3GAL6, GNB1, MGAT2, HIST2H2BE, CCT6A, RAB27A, MCFD2, TRAPPC3, ZDHHC2, EIF3M, RPL22, RPS27, RPL37A, ALG6, IGFBP3, PMPCB, ARF3, RPN1, RPL3, CTSZ"	1.422271449
CELL ADHESION%GOBP%GO:0007155	0.004688372	0.048446506	0.407017919	-0.329565339	-1.399081436	255	"CLIC1, FGFRL1, ITGB1BP1, ANXA1, CDK5R1, CD58, FCER1G, S100A9, IL32, CEBPB, CYP1B1, C10orf54, CD1D, CD63, ACTG1, IGFBP7, FKBP1A, RAC2, CLEC4A, SIRPA, ENTPD1, CCL5, ICAM3, CORO1A, CHD7, ITGB2, NPTN, ZYX, PPFIBP1, AMICA1, TMEM8B, HLA-E, NCK2, BMX, CCR3, CLEC7A, MPZL2, PRKX, MYL12A, SORBS1, PARVG, C1orf177, PTPRC, TNFSF4, RHOB, VNN1, RIPK3, RAC1, IRF4, METAP1, ITGB5, CD151, MAEA, SLC11A1, ZFPM1, ITGB1, CD7, PXN, NCK1, ILK, COL17A1, CD72, PTGER4, VWF, CCR1, HAPLN2, ROCK1, ARHGAP5, PLXNC1, CD86, GOLPH3"	1.399081436
TRANSMEMBRANE TRANSPORT OF SMALL MOLECULES%REACTOME DATABASE ID RELEASE 56%382551	0.003897933	0.043425408	0.431707696	0.317291985	1.397024028	229	"SLC7A1, ADD1, SLC38A5, ATP7A, ABCF1, MCOLN1, ALB, ATP6V1E1, ATP6V1D, ABCC4, SLC11A2, ABCB6, NUP93, CLCN7, HK1, ATP6V0A1, NUP210, NUP153, ABCB10, G6PC, NIPAL4, TFRC, ATP1B2, ABCC5, SLC4A5, SLC30A7, SLC7A5, SLC44A4, SLC3A2, TRPV2, ANKH, SLCO4A1, ATP1B3, SLC29A1, ATP6V1F, SLC31A1, WWP1, NUP43, ATP6V1H, CAMK2B, MAGT1, GNB2, SLC7A6, SLC2A1, TRPA1, SLC39A8, CTNS, SLC12A6, CLIC2, SLC35A2, SLC6A9, ATP1A4, NUP205, RUNX1, SLC25A26, SLC22A1"	1.397024028
CELL CYCLE%GOBP%GO:0007049	0.000382858	0.007538809	0.498493109	0.292489561	1.394052031	494	"RPA1, RRAGB, VRK1, PLD6, CDKN2D, SON, PCNT, ODF2, CUL4A, SPC24, MCM5, VPS4A, MOS, WDR6, ZW10, PIM2, CDCA8, TFDP1, AKAP8L, NUP93, PA2G4, NASP, PSMD2, NEK3, OPTN, NUP210, CNOT6, ROCK2, NUP153, PSMB6, HUS1, PSMD12, RAD51C, GPS2, NUP98, MCM7, TSC1, CNOT2, UIMC1, KNTC1, CDC23, REEP4, CKAP5, DMC1, CHMP4B, PLK1, MCM8, KIAA0430, TAOK2, ING2, DLGAP5, PSME1, CHMP2B, ZNF207, XRCC2, ACTR1A, INO80, MCM6, CDC20, RTEL1, E2F4, NPAT, CKAP2, SMC2, TAOK3, RANGAP1, TUBG1, PRKCA, RPS6KB1, RCC2, PRKCB, DIAPH2, ANAPC5, NUP43, CENPE, DYNC1I2, BIN3, FBXL7, PRC1, MLST8, FAM175A, STK24, CDC25B, PNPT1, MSH3, USP33, CLASP1, SKP1, CNOT4, SEPT6, DCTN3, PSMC3, EMD, NUSAP1, RRAGA, PAFAH1B1, PSMD8, CDC7, PSMD1, NDEL1, ARID3A, LIG1, FBXW7, AHCTF1, ARHGEF11, NUP205, CSNK2A1, DYNC1H1, PSMD4, GADD45GIP1, NBN, HSP90AA1"	1.394052031
MEMBRANE ORGANIZATION%GOBP%GO:0061024	0.001459132	0.020807227	0.455059867	-0.311667795	-1.390139195	440	"AIF1, RPS4X, RILPL2, RPL26L1, RPL27A, SRP19, NUP214, SSR2, ITGB1BP1, RAB31, RPS2, CHRNB1, RPL27, S100A10, RPL12, RPL24, SAR1B, NCF1, RPL6, RPL13A, LRP6, RPL39, IGLL1, ANKRD28, TMED9, CHMP1B, CXCR4, RPL31, RPS17, TRIAP1, RAB13, KLHL12, RPS14, RPS3, TNFRSF1A, CHMP5, RPS19, RPL19, RPL13, RPL35A, FNBP1L, GCA, TMED2, RPS9, BAX, RPL5, PACSIN2, VAMP8, RPL10A, RPS27A, RPL30, RPLP0, VPS8, SYT11, YWHAZ, SRP14, ATP10A, RAE1, RPL11, RPL15, RPS8, RPL38, SERPINA1, RPS6, SGCB, ATG4C, BID, ITGB2, VPS37B, PPT1, LRMP, RPS13, RPL23, PPP3CC, SIVA1, FLOT2, STX7, RPL7A, RPL37, TIMM9, CTSC, MFF, TP53BP2, RPS10, RPSA, LNPEP, STX11, SRP9, RPL17, RAB8A, TMEM43, TOMM22, SRPRB, RPS18, RPS29, VPS4B, MITD1, ATP11B, RPS15, TOMM7, SNAP23, HPS6, HEBP2, RABGEF1, PPP3R1, BANF1, RPS16, ATG3, SERP1, MCFD2, TRAPPC3, ATG4B, RPL22, TMEM150A, RPS27, RPL37A, ANXA2, RPL3, CTSZ, TRAPPC4, RPS26, RPS15A, C19orf70, CSNK1D, RPL26, ROCK1, RPL23A, RPL14"	1.390139195
MULTI-ORGANISM PROCESS%GOBP%GO:0051704	0.000548575	0.009657633	0.477270815	-0.305021768	-1.388922077	578	"RPS4X, RPL26L1, RPL27A, PYCARD, NUP214, COX8A, IFITM2, B2M, MAPKAPK3, RPS2, RPL27, IFNGR1, RPL12, BCL3, TLR8, RPL24, RPL6, FCER1G, RPL13A, RPL39, S100A9, CEBPB, IFITM1, NPC2, IGLL1, ISG20, CHMP1B, CXCR4, RPL31, RPS17, RPS14, RPS3, CCT5, TNFRSF1A, CHMP5, RPS19, RPL19, CD1D, RPL13, RPL35A, THOC5, EEF1G, BST2, IFNGR2, IFITM3, SLPI, TNIP2, CFP, RPS9, RPL5, VAMP8, RPL10A, RPS27A, TAF11, RPL30, RPLP0, DDX58, NDRG3, SLC35B3, ANG, PPID, HERC4, CCL5, RAE1, TMEM173, RPL11, PROK2, SLC25A19, RPL15, UBC, RPS8, ADRBK1, RPL38, FCGR3B, TNFRSF10B, RPS6, HLA-B, ARNTL, LTBR, VPS37B, JUNB, LYST, RPS13, STAP1, FUCA2, EIF5A2, TREM1, LY96, XBP1, ERAP1, HVCN1, RPL23, CD14, CHUK, SNRPD1, HLA-E, APOBEC3F, RPL7A, RPL37, C8orf59, RNASE3, CLEC7A, EIF3G, HIST1H2BK, DYNLT1, HAVCR2, LYN, ADM, RPS10, RPSA, PGLYRP1, LNPEP, SBNO2, APOBEC3G, ZNF296, PTPRC, RPL17, TNFSF4, TLR6, EIF3F, HMGB2, IRF4, RPS18, S100A12, RPS29, VPS4B, MDH1, HIST1H2BJ, MITD1, TRIB1, CD81, RPS15, NPPA"	1.388922077
MITOTIC CELL CYCLE%GOBP%GO:0000278	0.001932218	0.025501202	0.455059867	0.300718333	1.388394115	343	"RPA1, VRK1, CDKN2D, PCNT, ODF2, CUL4A, MCM5, VPS4A, ZW10, PIM2, CDCA8, TFDP1, AKAP8L, NUP93, PSMD2, NEK3, OPTN, NUP210, CNOT6, NUP153, PSMB6, HUS1, PSMD12, NUP98, MCM7, CNOT2, KNTC1, CDC23, REEP4, CKAP5, CHMP4B, PLK1, MCM8, DLGAP5, PSME1, CHMP2B, ZNF207, XRCC2, ACTR1A, INO80, MCM6, CDC20, RTEL1, E2F4, NPAT, CKAP2, SMC2, TAOK3, TUBG1, PRKCA, RPS6KB1, PRKCB, ANAPC5, NUP43, CENPE, DYNC1I2, FBXL7, PRC1, STK24, CDC25B, CLASP1, SKP1, CNOT4, DCTN3, PSMC3, EMD, NUSAP1, PAFAH1B1, PSMD8, CDC7, PSMD1, NDEL1, ARID3A, LIG1, NUP205, CSNK2A1, DYNC1H1, PSMD4, NBN, HSP90AA1"	1.388394115
CELL CYCLE PROCESS%GOBP%GO:0022402	0.000894277	0.014169316	0.477270815	0.292267043	1.388279612	480	"RPA1, RRAGB, VRK1, PLD6, CDKN2D, SON, PCNT, ODF2, CUL4A, SPC24, MCM5, VPS4A, MOS, WDR6, ZW10, PIM2, CDCA8, TFDP1, AKAP8L, NUP93, PA2G4, PSMD2, NEK3, OPTN, NUP210, CNOT6, ROCK2, NUP153, PSMB6, HUS1, PSMD12, RAD51C, NUP98, MCM7, TSC1, CNOT2, UIMC1, KNTC1, CDC23, REEP4, CKAP5, DMC1, CHMP4B, PLK1, MCM8, KIAA0430, TAOK2, ING2, DLGAP5, PSME1, CHMP2B, ZNF207, XRCC2, ACTR1A, INO80, MCM6, CDC20, RTEL1, E2F4, NPAT, CKAP2, SMC2, TAOK3, RANGAP1, TUBG1, PRKCA, RPS6KB1, RCC2, PRKCB, DIAPH2, ANAPC5, NUP43, CENPE, DYNC1I2, BIN3, FBXL7, PRC1, MLST8, FAM175A, CDC25B, PNPT1, MSH3, USP33, CLASP1, SKP1, CNOT4, SEPT6, DCTN3, PSMC3, EMD, NUSAP1, RRAGA, PAFAH1B1, PSMD8, CDC7, PSMD1, NDEL1, ARID3A, LIG1, FBXW7, AHCTF1, ARHGEF11, NUP205, CSNK2A1, DYNC1H1, PSMD4, GADD45GIP1, NBN, HSP90AA1"	1.388279612
MITOTIC CELL CYCLE PROCESS%GOBP%GO:1903047	0.003237831	0.03784547	0.431707696	0.301259579	1.387641639	335	"RPA1, VRK1, CDKN2D, PCNT, ODF2, CUL4A, MCM5, VPS4A, ZW10, PIM2, CDCA8, TFDP1, AKAP8L, NUP93, PSMD2, NEK3, OPTN, NUP210, CNOT6, NUP153, PSMB6, HUS1, PSMD12, NUP98, MCM7, CNOT2, KNTC1, CDC23, REEP4, CKAP5, CHMP4B, PLK1, MCM8, DLGAP5, PSME1, CHMP2B, ZNF207, ACTR1A, INO80, MCM6, CDC20, RTEL1, E2F4, NPAT, CKAP2, SMC2, TAOK3, TUBG1, PRKCA, RPS6KB1, PRKCB, ANAPC5, NUP43, CENPE, DYNC1I2, FBXL7, PRC1, CDC25B, CLASP1, SKP1, CNOT4, DCTN3, PSMC3, EMD, NUSAP1, PAFAH1B1, PSMD8, CDC7, PSMD1, NDEL1, ARID3A, LIG1, NUP205, CSNK2A1, DYNC1H1, PSMD4, NBN, HSP90AA1"	1.387641639
INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0006886	0.003302699	0.038289827	0.431707696	-0.316437814	-1.38647537	361	"RPS4X, RILPL2, RPL26L1, RPL27A, SRP19, NUP214, SSR2, SPCS2, RAB31, TSPO, RPS2, RPL27, VPS25, RPL12, BCL3, RPL24, PDCD6, NCF1, RPL6, RPL13A, RPL39, TMED9, RPL31, RPS17, RPS14, RPS3, AUP1, DNLZ, TRPS1, RPS19, RPL19, RPL13, RPL35A, DSCR3, SPCS1, TMED2, TRNT1, RPS9, GGA3, PTTG1IP, RPL5, RPL10A, C11orf73, RPS27A, RPL30, RPLP0, SRP14, TBC1D14, RAE1, VPS29, RPAIN, RPL11, RPL15, RPS8, RPL38, RPS6, ATG4C, RPS13, AP3M1, RPL23, STX7, RPL7A, WDR35, RPL37, TIMM9, DYNLT1, MFF, RPS10, RPSA, HERPUD1, STX11, SRP9, SURF4, RPL17, TBC1D9B, DERL2, PHB2, TOMM22, FBXO7, SRPRB, RPS18, RPS29, TOMM5"	1.38647537
RESPONSE TO CYTOKINE%GOBP%GO:0034097	0.003826202	0.043302893	0.431707696	-0.31822927	-1.370698162	289	"AIF1, PYCARD, IFITM2, B2M, MAPKAPK3, MAPK3, IFNGR1, PSMB8, CD58, RPL13A, IFITM1, HLA-C, ISG20, CXCR4, HLA-DRB4, PSMB1, TNFRSF1A, BST2, IFNGR2, IFITM3, TNIP2, PSMC6, PSMA6, RPS27A, NFE2L2, PSMA4, CCL5, TXNDC17, UBC, HLA-B, LTBR, HLA-DPA1, IRF2, JUNB, XBP1, BAG4, CHUK, HLA-DQA1, HLA-E, CAMK2G, HLA-DRA, HLA-DPB1, MCL1, HAX1, TNFSF13B, CXCL16, PSMB10, SBNO2, MME, TNFSF4, IGBP1, TNFSF12, SHMT2, RBMX, CEBPA, IRF4, PSMB4, SLC11A1, OSM, AES, LGALS9, PSMA3, TIMP2, ST3GAL6, HCLS1, SMPD4, GAPDH, PSMD13, AIM2, PSMD11, HLA-DRB1, CCR1, FCGR1B, PSMB7, TNFRSF1B, CCL4L2, RNASEL"	1.370698162
NEGATIVE REGULATION OF MOLECULAR FUNCTION%GOBP%GO:0044092	0.003864791	0.043395211	0.431707696	-0.30743968	-1.358064384	389	"DUSP22, DUSP1, PYCARD, CSTB, CAMK1, ITGB1BP1, B2M, COMMD6, CST3, OXA1L, H2AFY, PSMB8, LRRK2, LRP6, CALM2, CDC26, GNB5, SERPINB8, CYP1B1, TRIAP1, PSMB1, PINX1, EGLN1, DBNDD2, FKBP1A, TMED2, SLPI, CHCHD10, BAX, PSMC6, PARK7, PSMA6, CD2BP2, RPS27A, NFKBIA, PSMA4, ARRB2, PRMT2, RALB, GNAI2, TMLHE, UBC, OBFC1, PPP2R5A, ANAPC1, CAB39, RGS2, NDFIP2, FNIP1, SORT1, SIVA1, IRS2, ID2, TRIB3, HAVCR2, LYN, ATPIF1, PSMB10, CALM3, PPP1R12A, MVP, PTPRC, TNFSF4, IGBP1, PPP1R14A, GZMA, PHB2, CSNK1E, CEBPA, PRKAG2, MITD1, TRIB1, PSMB4, HP, MMP9, ZFPM1, MAPRE1, AES, PRDX3, RGS14, PSMA3, DUSP6, PPP1CA, CEBPG, MAD2L2, ANXA2, PPM1F, APOC1, PPP1R14B, PSMD13, CD300A, AIM2, PSMD11, MAD2L1, ROCK1, PSMB7, RAB9A, UBE2E1, ANAPC10, TAF7, GMIP, ABCA7, LMTK3"	1.358064384
SINGLE-ORGANISM CELLULAR LOCALIZATION%GOBP%GO:1902580	0.003976006	0.043951818	0.407017919	-0.299938495	-1.336945979	437	"RPS4X, RILPL2, RPL26L1, RPL27A, SRP19, SSR2, ITGB1BP1, SPCS2, RAB31, TSPO, RPS2, RPL27, VPS25, S100A10, RPL12, BCL3, RPL24, SAR1B, NCF1, LRRK2, RPL6, RPL13A, LRP6, RPL39, ANKRD28, CHMP1B, RPL31, RPS17, RAB13, KLHL12, RPS14, RPS3, DNLZ, TNFRSF1A, PINX1, TRPS1, CHMP5, RPS19, RPL19, RPL13, RPL35A, SPCS1, FNBP1L, TMED2, TRNT1, RPS9, PTTG1IP, BAX, RPL5, RPL10A, C11orf73, RPS27A, RPL30, RPLP0, SPG11, SYT11, SRP14, RAE1, RPAIN, RPL11, RPL15, RPS8, RPL38, SERPINA1, RPS6, ATG4C, BID, ITGB2, AP3S1, RPS13, AP3M1, RPL23"	1.336945979
POSITIVE REGULATION OF RESPONSE TO STIMULUS%GOBP%GO:0048584	0.001811824	0.024606292	0.455059867	-0.27939762	-1.297436223	773	"AIF1, DUSP22, S100A4, PYCARD, CNPY3, ITGB1BP1, MNDA, ARPC1B, B2M, MAPKAPK3, BUD31, MAPK3, ARPC2, FPR1, CFD, RRAGD, ANXA1, TLR8, PSMB8, LRRK2, FCER1G, LRP6, CTSS, CYBA, S100A9, CALM2, IGLL1, CXCR4, CYP1B1, PELI1, HLA-DRB4, TICAM1, RPS3, PSMB1, TNFRSF1A, RPS19, SH2D1B, CD1D, CD63, ACTG1, PRKCZ, MAPK1, ARPC5, BST2, ARPC3, FKBP1A, TNIP2, RAC2, CFP, CD79A, BAX, PSMC6, VAMP8, PARK7, PSMA6, CTSH, RPS27A, NFKBIA, CLEC4A, NFE2L2, PSMA4, ARRB2, YWHAZ, DDX58, RHOC, CCL5, ICAM3, TMEM173, CASP1, PROK2, SPG21, RALB, UBC, LGMN, P2RX4, TNFRSF10B, AXIN2, NSMCE1, HLA-B, BID, ITGB2, ARNTL, LTBR, HLA-DPA1, ERN1, NPTN, GRB2, STAP1, LY96, XBP1, CD14, NDFIP2, CHUK, CD19, PPP3CC, HLA-DQA1, HLA-E, SIVA1, MAP4K2, STX7, LITAF, NSMCE4A, PEA15, SKAP2, CLEC7A, TRAT1, HLA-DRA, MADD, INPP5D, MFF, APEX1, HLA-DPB1, MCL1, LYN, TP53BP2, HAX1, PLCG2, GADD45B, MIF, PSMB10, HERPUD1, MAP3K5, USP34, BLK, PRKD2, CALM3, PTPRC, RHEB, TNFSF4, LY86, WAS, AGPAT2, TNFSF12, TLR6, SASH1, C5AR1, PRMT1, VAV1, PDGFD, PHB2, CD46, ACPP, CSNK1E, RAC1, CDKN2AIP, S100A12, VEGFB, LAT2, TRIM28, ARPC4, SLC35B2, CD81, FCGR2A, PSMB4, PKN1, CRK, SLC11A1, PELI2, MMP9, ITGAM, OSM, HRK, TMEM101, ZNF385A, LGALS9, PPP3R1, PSMA3, DUSP6, PLD2, HCLS1, EEF1E1, SEPN1, RBPJ, CEBPG, FCN1, GIPC1, NCK1, GLIPR2, ILK, PPM1F, ABI1, PSMD13, CRLF3, PTGER4, AIM2, C1QBP, PSMD11, RARA, UNC93B1, HLA-DRB1, CSNK1D, FGR, CCR1, TBK1, PSMB7, HCST, TNFRSF1B, CCL4L2"	1.297436223
